RegionID,SizeRank,RegionName,RegionType,StateName,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,JulyValue20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,JulyValue21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,JulyValue22
395030,208,"Rochester, MN",Msa,MN,133916,134539,135197,136652,138047,139461,140909,142382,143857,145013,146458,147716,149161,150334,151568,152784,154195,154952,155504,155481,156050,156678,157389,158049,158670,159261,159653,160075,160077,160369,160517,161669,162510,163437,163700,163825,163982,164056,163779,162463,162442,163068,164582,165002,165456,166014,166592,167122,167341,167580,167982,168798,169650,170363,170859,171247,171843,172476,173042,173318,173757,174194,174784,175248,175856,176340,176745,177097,177507,177992,178480,178730,178994,179292,179778,180212,180524,180666,180411,180305,180461,180826,180879,180895,180962,181152,181047,180842,180510,180158,179690,179409,179245,179227,179203,179116,179111,179053,178898,178356,177323,176283,175405,175159,174987,174711,174177,174009,173808,173566,172724,172034,171148,170100,168945,167781,166781,166452,167197,168401,169321,169729,172138,172486,172178,169409,168165,166852,164660,162586,160494,159360,157950,157014,156172,155924,155481,155519,155704,156605,157430,157628,157674,157554,157539,158207,158852,160087,160450,160498,160483,160378,160572,160777,160976,161200,161298,161777,162355,162896,163607,164429,165628,166697,167733,168839,169186,169649,169814,170502,171476,172791,173946,174421,174416,174352,174364,174204,174007,173831,174057,175081,176143,177583,178458,179634,180088,180716,181517,182649,183910,185088,186654,187778,188754,189459,191076,193134,195448,196954,197861,198196,198718,199088,199677,200791,202093,204315,206276,208369,209509,210591,211957,213715,215486,216735,217449,217881,218685,219958,221245,222378,223119,223974,224704,225387,226111,227015,228022,228855,229535,230260,230866,231603,232719,234091,235570,236986,237635,238212,238842,239306,239596,240181,242047,243911,245371,246266,247252,248421,250486,253615,257165,259784,262692,264696,267545,270389,274094,278007,280807,283695,286412,289659,292741,295927,298605,301272,302939,304455,305481
394597,209,"Florence, SC",Msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106324,106843,107196,108203,109057,109852,110377,110990,111444,112142,112695,113343,113827,114363,115122,115709,116124,116303,116595,117045,117568,117904,118034,118229,118326,118240,118075,117889,118032,117794,117284,116716,115933,115500,114866,114468,114018,113524,113311,113328,113937,114586,114894,114656,114062,113041,111871,110795,110117,109494,108669,108077,107577,107418,107166,107080,106920,106859,106668,106519,106222,105780,105299,104675,104073,103414,102860,102447,102082,101810,101611,101786,102248,102762,103102,103073,102809,102724,102902,103171,103112,102969,102984,102947,102817,102761,102951,103141,103024,102779,102557,102625,102863,103281,103492,103754,104064,104494,104891,105100,105581,105672,106259,106447,106547,106234,106565,107334,108043,108290,108530,108513,108555,108732,109186,109477,109728,110092,110668,110870,110875,110730,110987,111463,111870,112223,112466,112787,113155,113431,113531,113454,113344,113511,113460,113610,113821,114267,114588,114965,115481,116283,116828,117137,117270,117514,118126,118781,119802,120557,121210,121346,121448,121661,121904,122131,122193,122036,121857,121829,121976,122339,122568,122878,123119,123330,123428,123484,123755,124270,124627,124969,125092,125607,125890,126321,126672,127087,127530,127807,128423,129057,130140,131172,132636,134149,135395,136803,138036,139772,141331,142938,144880,147148,149400,151630,154152,156698,158969,160852,163358,165972,168192
394848,210,"Medford, OR",Msa,OR,153542,153799,154221,155613,157236,158879,159974,160809,161687,162655,163777,164872,165757,166838,167962,169218,170186,171122,172372,173802,175102,176076,176923,177760,178529,179364,180093,180954,181921,183076,184188,185238,187490,189580,191216,191736,192502,193730,195319,196893,198701,200742,203107,206309,209273,213043,215961,219056,221325,223744,226338,229419,232985,236801,241712,246394,250820,253693,256826,260127,263874,267384,272253,278984,285242,290535,294338,299744,305059,310038,314488,318590,319830,321909,324183,329285,332309,334527,336307,337807,337810,336090,334534,332464,331270,329401,328696,326939,325565,323312,321966,318958,315203,311976,308525,304927,301127,298268,295808,292051,288375,284339,280363,276610,272967,269498,265389,262407,259113,255565,251533,247335,246246,244911,243819,240500,238216,236514,235114,234054,233188,231795,231192,229001,226890,224720,223580,222408,219862,218445,221703,221240,220228,215130,211869,209359,205258,203093,200100,198846,201475,200563,197164,190824,188884,189018,189187,189244,190235,191194,192284,193501,194398,196428,198713,202156,205164,207624,210313,213114,217518,220171,222326,222597,223021,223238,224195,225787,227993,231426,233122,234498,233874,235350,235962,236986,237384,238988,239549,241534,242238,244046,245258,247157,248563,250505,251847,253103,252910,253447,254054,254899,255491,257015,258625,261129,263425,265049,266461,268353,271225,274030,277020,280465,282719,283716,284917,286842,289268,291281,293430,295577,297492,299926,301410,302551,302996,304617,307270,309511,310904,311562,312456,314114,314526,315761,316110,317799,319165,320662,320795,319776,318756,318427,318054,317541,316691,317182,318357,321219,322372,323796,325035,327170,329564,331251,333956,336632,339973,343366,347645,352349,356704,363292,369368,375838,380223,386486,392865,399945,406306,413118,419244,424990,429149,432496,436183,440948,444092,445200,443756
753895,211,"Lafayette-West Lafayette, IN",Msa,IN,108726,108985,109418,109931,110364,110435,110579,110517,110848,111326,112168,112769,115402,118181,121287,122074,122613,122900,123295,123714,123928,124189,124378,124753,124970,125182,125361,125497,125520,125166,124994,124835,124984,125187,125438,125700,125914,126211,126566,126893,127095,127233,127245,127429,127484,127682,127749,128033,128230,128594,128966,129346,129438,129013,127681,,129008,130126,129068,128827,130019,130576,130481,129310,129058,129187,129198,129194,129209,129600,129715,129896,129469,129501,129689,130052,130038,129970,130050,130181,130462,130946,131400,131801,131614,131516,131180,131205,131246,131388,131561,131496,131496,131477,131109,130838,130605,130599,130079,129583,129402,129418,129366,128808,128243,127408,126919,126306,126165,125994,126368,126747,127245,127779,127942,128118,127998,127919,128153,128216,128371,128021,127823,127750,127638,127338,126997,126587,126250,125686,125039,124357,124084,124386,124685,124567,124030,123559,123183,122834,122632,122600,122655,122519,121967,121545,121677,122101,122328,122191,122319,122552,122665,122453,122405,122404,122463,122733,123043,123607,123933,124269,124297,124534,124998,125669,126280,126713,126921,127281,127736,128550,128983,129222,129339,129556,129608,129601,129565,129839,129992,130185,130443,130997,131756,132425,132765,132835,132791,133013,133515,134118,134715,135139,135790,136317,136919,137314,137945,138572,139544,140527,141540,142104,142316,142573,143186,143842,144455,145105,146020,146959,147625,148154,148736,149494,150478,151681,153048,154203,155066,155660,156452,156987,157367,157671,158500,159362,160153,160572,161056,162197,163435,164655,165036,165857,166781,167938,168999,170089,171303,172571,173679,174763,175622,176793,177674,178522,179487,180938,182536,184396,186672,189116,192097,194997,197777,200259,203299,206647,209995,212891,215614,218928,222388,226316,229516,232068,233897,235632,236864
394378,212,"Bellingham, WA",Msa,WA,,,,,,,,,,,,153876,154473,154666,155487,156085,156748,156684,156450,156198,156178,156454,156886,157607,157951,158610,159405,160281,160888,162279,163435,164406,164765,165947,167730,169350,170213,171551,172697,175363,177422,179377,181759,184259,187652,189677,192230,193694,195685,196096,198676,201461,207687,211875,216006,219716,225032,230863,235706,241002,243544,244994,247888,253389,258722,262503,265122,268957,274608,279347,283018,283609,288487,292899,297883,300313,303170,305340,306249,307461,307684,308832,308669,309748,309590,310064,309299,309309,308917,308748,308702,309267,309669,309927,309266,309087,308673,310830,311503,312128,310427,309261,307017,304497,302090,300176,297310,294912,293634,291962,290753,287519,285301,282891,281982,282158,280858,279603,277998,277509,277036,277403,277034,277015,277145,277717,277148,275056,273604,272314,271901,270701,269553,269179,269294,268840,266638,263801,261564,260009,257891,256342,254277,253779,252339,251187,250258,250144,250188,251953,253489,255152,255011,255693,257533,259433,262297,264896,267417,267644,268545,269279,270928,271503,272754,273474,273386,272014,271807,272650,274267,274545,275519,276785,279289,279777,279818,278763,278580,278691,280278,281835,283763,286186,289324,291308,291218,291278,291286,293140,295518,299457,301995,303212,303818,305265,307998,310445,313652,315110,317855,319684,322453,324737,327012,330420,335099,340929,345746,349081,352624,356159,358790,359461,360747,363528,364872,366918,369347,374746,379174,383622,386490,389265,391414,395270,398094,400034,402848,406500,410393,412083,412896,413727,414882,416069,418134,419683,422202,425643,429234,431350,433200,435497,437442,436543,437142,441928,448335,457174,464034,472956,477958,487671,493688,502936,506061,516824,526406,541660,553886,567954,579310,590873,602331,614289,623682,632014,637964,644354,648600
394765,213,"Lake Havasu City, AZ",Msa,AZ,105679,105757,106022,106517,107054,107482,107796,108237,108767,109302,109714,109945,110118,110347,110762,111362,111843,112315,112753,113517,114295,115097,115894,116600,117296,117770,118307,118917,119771,120871,121969,123159,124323,125740,127151,128643,130253,131814,133435,135170,137322,139683,141921,144097,146512,149348,152462,155286,157471,159282,161304,164286,168191,172464,176782,181446,186271,190919,194121,197530,200535,203078,205582,209054,213853,218122,222108,225921,230492,234068,237795,241116,244717,248482,251844,255296,259177,261993,264191,264541,265813,266443,266381,265079,263878,263816,262771,260594,257137,253642,250349,247364,244643,241606,238260,235342,232211,229227,226837,224908,221758,217135,211638,206832,202205,199132,194973,191445,187306,184102,179631,175011,170630,166881,163895,160838,157823,155338,154141,153688,152600,151787,151198,151035,149487,148415,147290,146904,145912,144430,142668,140675,139432,138135,137641,137025,136491,135654,134889,134936,135501,136325,136538,136331,136695,136925,137232,136657,137076,137474,139218,139978,140927,140675,141548,142434,143597,145097,146639,148524,149313,150929,152430,154153,154366,154831,155912,158172,160796,162793,164245,164423,165014,165906,166200,166116,165908,166463,166868,166977,167076,167230,168039,169651,170924,171583,172120,173384,174281,174459,174638,175370,177041,177608,178290,178000,178390,178907,179671,180215,180767,181909,183264,184242,184719,185743,187155,188714,190436,191774,192591,193055,193961,195528,197185,198825,200625,202025,203243,204896,206323,208048,209267,211411,213704,215852,218354,220804,222957,224812,226050,226638,227212,228336,230275,231676,232637,233573,234163,235727,238100,241442,243566,245125,245641,246570,248122,250839,255098,259846,264677,269562,273889,278852,284444,291169,299330,308172,317484,325540,332478,339269,346227,353297,357352,359497,362048,368070,374314,379341,382051
395047,214,"Saginaw, MI",Msa,MI,87680,87656,87789,88091,88601,89117,89625,90044,90379,90658,90993,91420,91792,92064,92283,92528,92681,92674,92670,92922,93498,94073,94606,94517,94470,94182,94646,95050,95712,96012,96402,96722,96990,97261,97482,97824,98052,98292,98666,98718,99132,99526,100260,100726,100970,101316,101788,102409,102742,102669,102704,102848,103397,103788,104300,104442,104495,104627,104871,105037,105085,104292,104043,104311,105378,105915,105969,106094,106122,105929,105662,105734,105569,105375,104894,104701,104290,103771,103310,103023,103036,102430,100997,99050,97750,97754,97727,97296,96445,96168,95948,95770,94977,94493,93495,92485,91069,89667,87669,85862,85918,86967,88038,87687,87030,86037,84304,82571,81081,80173,79318,78819,78157,77661,77079,77185,78753,80915,83162,84428,85196,85713,85934,86825,87240,88035,87265,86376,84765,83906,83730,83625,83608,82721,81407,79983,79116,78444,78328,78166,78135,77108,75631,74702,74694,75201,75690,75180,74773,74142,74409,75059,75695,76061,76363,76666,77365,77948,78919,79877,80582,80358,79937,79075,79033,78992,79286,79531,79816,80215,80245,80293,79980,79780,79258,78987,78954,78809,78730,78402,78183,77840,77773,77676,77908,78340,79003,79692,79999,80055,79804,79354,78660,78246,77923,78063,77686,77842,77862,78001,77826,78178,79007,80306,81231,82121,82985,84140,85611,87084,88364,89321,89868,90176,90382,90672,91223,91552,91958,91670,91626,91403,91980,92412,92750,93045,93521,94456,95208,96068,96793,97511,97976,98849,99338,100055,100544,101465,102211,102136,102079,102124,102984,103869,105114,105744,106650,107473,108988,110543,112036,113803,115603,117698,119733,121378,123537,125810,128446,130447,131488,132958,134442,136359,138130,139883,141885,143285,143935,144950,145678
394763,215,"Lake Charles, LA",Msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197518,197266,195858,194547,193148,193656,193864,194239,193925,194361,195327,196182,196799,196953,196307,195357,194714,194501,193641,192508,192619,193759,195272,195963,196362,196252,196124,195792,195487,195984,196327,196435,195633,194023,193255,193668,196032,196197,195207,192835,191966,191970,193089,194357,195215,195711,196801,198159,199769,201333,203221,205226,208780,212324,218308,222528,225807,227770,229729,230283
394726,216,"Johnson City, TN",Msa,TN,90388,90486,90622,90885,91273,91591,91901,92125,92371,92618,93082,93446,93919,93959,94076,93956,94032,94224,94561,94843,94976,95024,94945,94948,94912,95115,95424,95816,96227,96493,96708,96756,96875,97146,97434,97658,97666,97895,98169,98628,98882,99236,99628,100111,100423,100596,100719,100960,101179,101446,101579,101831,102166,102618,103065,103422,103862,104410,105015,105636,106242,106955,107708,108643,109593,110593,111395,112151,112712,113272,113758,114294,114789,115425,116057,117006,117783,118606,119140,119925,120638,121332,121850,122274,122742,123242,124015,124665,124959,125116,125349,125859,126221,126617,126844,127237,127426,127361,126777,126352,126287,126776,126764,126610,126357,126277,126380,126325,126440,126559,126648,126769,126579,126335,126152,125847,125440,125077,124984,125012,124741,124719,124769,125012,125116,125204,125304,125200,125108,124862,124569,124341,124106,123958,123699,123423,122974,122651,122346,122054,121802,121557,121332,120972,120807,120956,121164,121363,121437,121420,121376,121522,121686,122130,122378,122677,122665,122643,122887,123067,123543,123678,123910,124054,124417,124637,124924,125108,125408,125332,125585,125882,126492,126844,127329,127696,128093,128256,128437,128434,128399,128418,128282,128414,128520,128728,128876,129120,129479,129792,129967,130277,130907,131618,132333,132710,133106,133489,133930,134375,134974,135575,136159,136465,136597,136690,137039,137650,138534,139223,139923,140606,141439,142291,143017,143445,143993,144705,145545,145979,146206,146675,147523,148163,148507,148803,149292,150028,150409,150750,151156,151759,152328,152764,153051,153474,153814,154162,154453,155062,155823,156732,157518,158363,159052,159533,160127,160533,161298,161627,162999,164461,,169300,171962,174128,176491,179083,181916,185423,188575,192962,197195,203944,210478,216992,218290,218751,218334,220584,223862
394565,217,"Elkhart, IN",Msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118776,119077,119376,120076,120682,121246,121644,122013,122407,122937,123586,124262,124963,125658,126457,127102,127790,128208,128602,128831,129062,129069,129100,129213,129584,129935,130103,130317,130353,130414,130170,130001,129861,130055,130410,130880,131249,131659,132042,131972,131495,130793,129704,128833,127739,127133,126048,125029,125410,125989,126431,125548,124715,124093,123009,121932,122871,124268,123541,123211,120413,119946,116252,116283,117144,118669,119426,118316,117435,115997,116049,115510,115207,114390,115163,115429,114854,113909,113433,113886,113516,113231,112651,112345,111830,111791,111919,112646,113391,113821,113663,113133,112735,112900,113369,113825,113659,113289,113057,113418,114180,115048,116165,117382,118667,119335,119584,119927,120171,120675,120621,120798,120830,121461,122192,123073,123727,123858,123643,123312,123545,124042,125019,125849,126938,127834,128840,129782,130685,131683,132755,133467,134103,134232,134600,134572,134861,134692,134640,134787,135381,136159,137105,138480,140260,142323,142798,142942,142340,143261,143770,144307,144449,144963,145280,145825,146149,146699,147970,149535,151423,152395,153588,154583,155447,156215,157163,158637,159941,160928,161582,162000,161833,162147,162240,163401,164314,165501,166224,166105,166249,167046,168658,170335,171365,172269,173187,174073,175408,177113,178988,181257,183658,186039,187974,190073,193395,197077,200779,203885,206507,208967,212217,216138,220828,225451,230543,234427,237210,237179,237483
395247,218,"Yuma, AZ",Msa,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,113634,113680,113872,114173,114708,115067,115388,115452,115678,115856,116211,116647,117192,117801,118359,119001,119638,120237,120881,121483,122253,122954,123666,124438,125484,126790,128507,130648,,135279,137691,139785,141675,142740,144055,147022,151032,156153,162353,169535,178300,184894,189351,191188,193423,195846,197041,199718,202630,206744,208187,209094,210985,212653,213835,213557,212554,212125,211216,210783,209976,208207,206965,206304,205837,204710,203717,203049,202432,200307,197108,194552,192589,191593,188922,186044,181255,177373,173438,171700,170596,170736,170978,169663,166247,161636,158180,154512,149469,144268,143049,144833,146652,147444,147150,147494,146956,146703,145460,144584,144358,145332,143584,139878,135479,132235,131656,130344,128887,126360,123670,121557,119075,117872,116581,115600,115385,114916,114197,113536,114137,115499,116556,117507,119670,121378,122630,123091,122146,121816,121298,122045,122194,123199,124261,124803,124122,123763,124895,126910,128284,129248,129977,130669,131342,131834,132638,132914,133513,133419,133482,132968,133810,133695,133533,132716,132612,133392,134797,136561,137843,138330,138267,138573,137582,136766,136041,136483,137877,138658,139313,139388,139023,139430,139967,140620,141402,142960,144832,145929,145852,146138,146740,147751,147926,148554,149241,150368,151038,151246,151442,152310,153385,154130,154854,155909,157083,157446,157683,158105,158065,157804,158278,159533,161171,161619,161807,161647,161986,162157,162264,163201,165513,168524,169532,168562,168434,169161,171463,172519,174686,176856,179735,183163,187280,191172,195380,199201,203290,206870,210756,215276,220607,226135,231104,234662,238991,243755,248107,252399,256863,262247,266615,269262
395011,219,"Racine, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130817,130826,130544,129984,129227,128285,127643,126532,125855,124943,124862,124059,123258,122155,121050,120474,120606,120607,121303,121091,121869,121498,121488,121284,121009,119137,117057,114604,112569,110248,108198,106820,105588,104580,103876,103553,103051,102692,102249,102006,101299,102909,103690,103337,101401,100874,101908,102266,101982,101891,101490,101198,100589,99820,99150,99654,100599,103909,106624,109590,110388,111024,112133,113059,113879,114419,114960,115577,115963,116353,116507,116766,117010,117268,117359,117601,117934,118334,118639,119248,119822,119980,119826,119715,119529,119425,119171,119463,119534,119655,119717,120004,120697,121302,121820,122360,123254,124227,125227,125765,126759,127397,128273,129043,129934,130662,131281,132012,133016,133790,134600,135509,136474,137599,138572,139758,140802,141732,142397,143111,144196,145569,146698,148030,149538,151215,152651,154018,155127,155484,155228,155234,155864,156600,157128,157431,157526,157831,158004,158519,158623,158908,159324,160390,161735,163010,163961,165873,168157,172354,175795,178893,180431,182446,184502,186914,189354,192009,194022,195397,198201,201305,203875,204533,204473,205460,208026,210174
394346,220,"Athens, GA",Msa,GA,123706,124007,124353,125101,125839,126527,127215,127958,128739,129492,130399,131415,132525,133160,133783,134292,135060,135736,136372,136977,137584,138205,138764,139225,139598,139992,140450,140955,141847,142690,143676,144354,145051,145625,146096,146567,146895,147243,147579,148044,148456,148794,149340,149915,150562,151085,151609,152244,152802,153431,153951,154462,154959,155496,155872,156382,156976,158099,159170,159922,,159347,159449,160262,161272,161900,162204,162513,162937,163062,164590,165544,166914,166676,167000,166405,166118,166092,166809,167298,167426,167649,167895,168348,168859,169281,169375,169631,169865,170145,170100,170124,170120,170335,170373,170620,170819,171213,171389,171281,171398,171367,171344,170694,170133,169652,169279,168894,168425,167932,167301,166513,165438,164481,,160410,158116,156826,155578,154369,153351,153337,153087,153078,152391,152426,152238,152207,151740,151249,150591,149847,148665,147400,146514,145851,144774,143351,142091,141013,139933,138293,136284,134759,133575,132404,130715,129050,127996,128153,128850,129870,129579,130532,132285,135150,138184,140256,141812,142119,142428,142974,144802,145946,146290,145226,144929,145402,146075,147159,148322,149663,150551,150683,150291,150053,150388,150914,151643,152306,153215,154167,155506,156472,157196,157381,157459,157710,158348,159195,159647,160126,160364,161086,162018,163606,165067,165719,165942,166334,167395,167785,167895,167620,168237,169694,171669,173798,175420,176369,177214,177653,179567,182452,185293,187149,187133,187386,187703,189246,190883,192368,193489,194922,196357,197488,198634,199360,200601,201573,203183,204425,205839,206903,207794,208487,210169,212387,213339,213925,214635,216913,218091,219196,220104,221444,222599,224160,226073,227987,229634,230689,232192,233861,236239,238828,241807,246278,250872,255824,260023,265445,270977,277599,283632,290870,295545,300248,303028,307257,310961
395162,221,"Torrington, CT",Msa,CT,158103,158838,158914,159591,160275,161753,163302,164849,166228,167320,167998,168711,169426,170231,170519,171311,172955,174960,177152,179172,181768,183748,185518,187091,188532,189813,190356,191482,192847,194584,196219,197725,199244,201246,203657,206355,208585,210950,212913,215057,217032,219771,222540,225491,228491,231401,233720,235880,237142,238274,238935,241362,244096,247024,248470,250200,252117,254575,256982,259499,261882,264041,266378,268645,271219,273554,276054,278660,281452,284339,286721,289086,290982,292868,293576,294807,295801,297178,298198,299149,299410,299497,298522,297600,296110,293941,293542,293840,295614,295186,294377,293278,293069,292694,292234,291623,290030,288739,288218,288751,288634,286263,284214,281372,279938,278437,278383,278787,278140,277910,277002,276360,274137,272706,270704,270342,268231,267183,263281,259536,254860,253933,252581,251431,248754,248131,248003,248023,248706,249130,248982,248881,249130,249506,249013,248481,247846,246575,245895,244233,243229,240279,238497,234830,231660,228227,223862,220951,217517,216312,212921,211972,209988,210399,210393,213879,221114,226851,227742,225292,225376,229485,232948,234991,235347,236179,236071,234991,233397,232456,234426,235196,235494,232663,231297,228656,228677,226654,226289,225346,227961,230263,231952,231573,231669,232368,233049,233400,232903,232513,232320,231709,231241,230047,230940,231097,231865,231702,232231,232793,232679,232970,233347,233281,232478,231379,231654,232420,234358,235460,237626,238307,239331,239343,240168,241186,241801,241279,241159,241084,242049,242704,243868,244715,244841,244491,243933,243166,242343,241631,242691,244373,246247,246471,246412,246692,247136,247503,247566,247990,247488,247227,247501,248972,250741,252489,254921,258446,263201,268326,273625,278088,283421,289604,296829,303171,307916,312779,318039,322895,326564,328098,330654,332742,334257,336600,339211,344135,348183,350997,353107
395118,222,"St. Cloud, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229093,229335,229778,230741,231560,231867,231474,230911,230352,228434,223724,218823,210932,205342,200242,199263,199063,198662,198677,198605,198050,197495,196862,195941,193349,190365,188687,188469,188480,188131,187976,188995,189728,190421,189747,189234,188686,188261,187511,186323,185027,183775,182852,181750,180496,179056,178130,174243,171418,170127,172231,172857,171336,169767,169308,169552,169596,169779,170767,172258,173141,172313,171048,169708,169734,167958,165088,163037,161948,162004,160080,154352,149474,145596,146236,145974,148322,151126,154947,155994,157304,157779,159185,160936,162363,163009,162714,162890,162603,162649,162560,162267,162660,163125,163398,163249,163861,165074,165996,166634,167285,168195,169074,170056,171627,173462,175774,177248,177304,176398,175213,175035,174440,173931,173291,172768,171355,170779,171032,172801,173860,174207,174168,174215,175061,176729,178833,180556,182107,182661,183078,182938,183661,184922,185902,186417,186572,186959,187320,188047,189246,190748,192326,193728,194957,195773,196325,196938,197357,198140,198485,198962,199906,201137,202709,204266,205748,207142,207929,209189,210263,211508,212521,213312,212980,212577,213048,214667,216599,218184,219159,219956,219814,219358,218478,218291,217308,218139,219157,221805,223676,225743,228187,229726,231441,233154,235191,238343,241212,244247,246606,250105,254557,259252,262894,265875,268811,271569,274481,276507,278699,282674,286582,290343,293529,295999
394681,223,"Hilton Head Island, SC",Msa,SC,201039,201654,202187,206095,207545,211749,210441,214964,217069,218583,216832,214980,221977,228422,234782,235334,236452,237188,238085,238621,239207,239799,240196,240489,240285,240196,240005,240309,240795,241533,242352,242984,243478,243959,244608,245210,245580,246136,246978,247833,249328,250150,252432,252748,254410,255146,257853,259225,260517,261367,263007,264804,267054,269015,270165,270839,272285,275285,278370,281895,284872,287754,290442,292958,296063,299644,305995,313555,320265,325421,328214,332073,335306,342021,344333,346944,347364,355760,363371,370661,373013,375047,376748,378339,379358,380260,380513,380049,377105,373258,370986,370204,370096,367581,364088,360901,358508,357291,353085,348649,343769,340526,337065,333137,329186,325621,322977,320741,318007,314285,311365,307617,304028,300037,297374,295436,294044,292365,290265,287577,285669,283574,282092,281319,280776,279832,277830,276585,275036,273663,272015,270231,268320,266005,264279,262326,260533,258791,256994,255012,253218,251509,249429,247637,246455,245611,245779,246186,247241,247434,247568,248115,248153,248545,248602,249708,250101,250521,251295,253204,254571,254986,254934,255397,256498,257755,259422,260611,262318,263883,265345,266802,267951,269027,269483,270054,270678,271161,271155,271239,271989,274195,276312,277512,278212,278811,279918,280433,280165,279773,279727,281160,282836,284662,286571,288674,290717,292302,293013,292892,292860,293382,294413,294949,294539,294070,292756,292249,292317,293550,294656,295314,295591,296180,297332,298218,299077,299788,301082,302299,303184,304610,306187,307668,309114,310306,311806,312561,312530,312388,313010,314601,315761,315855,315796,315715,315953,316095,316769,317572,318711,320527,322231,323166,323410,323462,324479,325592,328327,331033,334369,336930,340288,343119,347427,351159,357734,364250,373174,382965,393633,405403,416126,427746,438937,449287,460533,471845,483783,494955,503060
