StateName,RegionName,pop20,JulyValue20,pop21,JulyValue21
IA,"Page County",15180,42780,15197,46060
IA,"Union County",12097,48315,12018,50630
IA,"Davis County",9109,72540,9138,74534
IA,"Madison County",16626,119897,16773,131319
IA,"Winneshiek County",20031,113477,19892,124963
ID,"Cassia County",24699,150612,25164,176189
ID,"Idaho County",16561,148962,17040,171033
ID,"Twin Falls County",90279,174275,92243,233804
ID,"Bingham County",48068,172954,48876,203880
ID,"Clearwater County",8750,118762,8895,145645
ID,"Valley County",11838,222087,12241,269579
ID,"Gooding County",15643,142098,15772,170058
ID,"Shoshone County",13189,103878,13612,120232
ID,"Franklin County",14269,210581,14666,249137
ID,"Custer County",4266,129731,4428,168899
ID,"Oneida County",4554,153822,4611,178990
ID,"Gem County",19258,196336,19792,237996
ID,"Blaine County",24327,320952,24766,412266
ID,"Teton County",11731,294718,12267,381588
ID,"Owyhee County",11978,163674,12336,195629
ID,"Minidoka County",21674,142133,21955,164741
ID,"Latah County",39611,234886,40313,271459
ID,"Ada County",497984,287933,511931,420071
ID,"Madison County",52876,222496,53881,258902
ID,"Lemhi County",7948,167586,8162,193441
ID,"Fremont County",13404,191791,13592,220146
ID,"Washington County",10544,136685,10898,163144
ID,"Canyon County",232714,222850,243115,327578
ID,"Payette County",25589,168209,26350,198779
ID,"Lincoln County",5133,122403,5282,151652
ID,"Adams County",4424,161612,4625,219734
ID,"Power County",7879,148922,7950,172367
ID,"Bonneville County",124626,197089,127930,257188
ID,"Lewis County",3531,122664,3715,138492
ID,"Bear Lake County",6370,145408,6545,171404
ID,"Jefferson County",31055,215887,32202,251809
ID,"Camas County",1089,95518,1139,115009
ID,"Caribou County",7015,150645,7111,178975
ID,"Jerome County",24222,156199,24662,182708
ID,"Boundary County",12113,189550,12561,230792
ID,"Nez Perce County",42088,208738,42454,239579
ID,"Boise County",7647,196692,8094,229383
ID,"Bonner County",47390,258433,49491,307857
ID,"Kootenai County",172646,282319,179789,388642
ID,"Elmore County",28668,160889,28827,190311
ID,"Bannock County",87177,156634,88263,192547
ID,"Benewah County",9576,135521,9931,155460
IL,"Perry County",20880,39403,20985,44132
IL,"Champaign County",205469,93657,205943,104311
IL,"Shelby County",20900,63511,20789,70050
IL,"Fayette County",21460,50756,21384,54923
IL,"White County",13808,43847,13784,48439
IL,"Ford County",13533,51852,13511,56046
IL,"Randolph County",30055,52977,30142,57531
IL,"Knox County",49736,39434,49268,42242
IL,"Vermilion County",73883,33510,73095,36956
IL,"Mason County",13026,34587,12881,36163
IL,"Henry County",49138,53205,48907,56738
IL,"Ogle County",51678,86625,51449,97147
IL,"Stark County",5391,43144,5294,46645
IL,"Monroe County",34898,141535,34932,153515
IL,"Washington County",13711,63190,13655,68570
IL,"Greene County",11915,38930,11843,45368
IL,"Coles County",46737,48623,46765,56129
IL,"Boone County",53326,0,53159,125055
IL,"Tazewell County",131018,77171,130413,84441
IL,"Clay County",13267,36334,13143,39094
IL,"Cass County",12956,55915,12773,57103
IL,"Grundy County",52514,142954,52989,159811
IL,"McDonough County",27079,41344,26828,43898
IL,"Effingham County",34614,87657,34430,95309
IL,"Moultrie County",14486,62048,14510,68063
IL,"Putnam County",5635,69972,5566,77331
IL,"Christian County",33900,46401,33662,49477
IL,"Jo Daviess County",22035,91104,21939,103012
IL,"Bureau County",33118,55383,32883,60845
IL,"Carroll County",15664,50771,15698,55514
IL,"Will County",695903,159339,697252,184950
IL,"Jasper County",9247,46479,9193,52060
IL,"Massac County",14125,40460,13960,43136
IL,"Macoupin County",44810,50973,44406,55524
IL,"Whiteside County",55509,62401,55305,67486
IL,"Stephenson County",44457,45225,44021,50032
IL,"Menard County",12265,90039,12164,95193
IL,"Marshall County",11691,52543,11663,56941
IL,"Calhoun County",4411,0,4369,62225
IL,"Morgan County",32798,56248,32606,59589
IL,"Johnson County",13307,68170,13463,70938
IL,"Jersey County",21444,67616,21333,72788
IL,"Kane County",516155,171561,515588,196371
IL,"Jackson County",52896,60219,52565,62698
IL,"Rock Island County",144267,73779,142909,80130
IL,"Richland County",15803,55492,15796,60890
IL,"Sangamon County",196012,75840,194734,80287
IL,"Clark County",15407,46700,15300,50586
IL,"Pike County",14633,40751,14618,43984
IL,"Pope County",3744,0,3779,101406
IL,"Winnebago County",284858,66954,283119,79154
IL,"Lake County",713217,154167,711239,179406
IL,"Logan County",27879,62047,27992,67260
IL,"Mercer County",15633,60286,15582,65719
IL,"Lee County",34021,55919,34049,63409
IL,"Hamilton County",7977,52094,7911,57939
IL,"Dewitt County",15441,55298,15341,58607
IL,"Wabash County",11316,62728,11202,72416
IL,"Montgomery County",28157,39018,28084,41463
IL,"Iroquois County",26984,46983,26827,52912
IL,"DuPage County",931153,196709,924885,220212
IL,"Piatt County",16654,87794,16753,95644
IL,"Wayne County",16121,49821,15963,59727
IL,"Lawrence County",15234,29029,15152,33371
IL,"Fulton County",33440,43390,33197,47698
IL,"Edwards County",6205,0,6075,39057
IL,"Douglas County",19742,58328,19722,63646
IL,"Clinton County",36896,83630,36793,91131
IL,"Crawford County",18639,44661,18659,48981
IL,"Kankakee County",107236,91365,106601,102486
IL,"Williamson County",67094,54339,66879,59273
IL,"Saline County",23634,35448,23320,39334
IL,"Cumberland County",10428,55627,10345,61283
IL,"Saint Clair County",256789,54729,254796,62373
IL,"DeKalb County",100233,135550,100414,152116
IL,"Bond County",16663,55833,16596,61385
IL,"Woodford County",38395,100615,38225,109273
IL,"McHenry County",309770,158310,311122,184933
IL,"Jefferson County",37029,52085,36877,58132
IL,"Livingston County",35752,62353,35664,67073
IL,"Madison County",265498,72354,264490,83528
IL,"Peoria County",181225,46383,179432,52312
IL,"Schuyler County",6875,0,6843,0
IL,"Union County",17179,51625,16923,56118
IL,"Adams County",65530,79931,64954,86635
IL,"Hancock County",17552,50282,17400,58151
IL,"Kendall County",132291,173755,134867,199442
IL,"Franklin County",37636,36202,37442,41398
IL,"Macon County",103647,40459,102432,44429
IL,"Cook County",5262741,164270,5173146,185354
IL,"Edgar County",16755,33317,16520,35914
IL,"Henderson County",6339,49000,6312,56020
IL,"McLean County",170870,103060,170889,114782
IL,"La Salle County",109359,71199,108965,82826
IL,"Warren County",16777,50360,16531,54875
IN,"Henry County",48885,49091,48935,57488
IN,"Crawford County",10540,52653,10514,60530
IN,"Porter County",173256,160222,174243,189060
IN,"Randolph County",24375,51866,24387,59387
IN,"Hancock County",80156,156805,81789,183589
IN,"Wayne County",66455,59226,66456,65991
IN,"Morgan County",71802,135647,72206,161750
IN,"Wells County",28179,91598,28197,104520
IN,"Grant County",66446,40922,66263,46237
IN,"Posey County",25161,91181,25116,104139
IN,"Decatur County",26477,100193,26320,114518
IN,"Washington County",28220,79729,28102,91155
IN,"Jennings County",27564,80873,27409,92059
IN,"Ripley County",28980,116539,29081,133921
IN,"White County",24636,81644,24651,95059
IN,"Fayette County",23333,42846,23360,50955
IN,"Scott County",24336,72627,24355,83462
IN,"Switzerland County",9724,70936,9790,83918
IN,"Tippecanoe County",186247,127859,187076,147524
IN,"Daviess County",33391,71170,33397,81310
IN,"Starke County",23356,72749,23372,83423
IN,"Franklin County",22767,118946,22842,135883
IN,"Allen County",385892,99228,388608,116982
IN,"Jefferson County",33075,87470,33141,102515
IN,"Martin County",9786,64495,9780,75922
IN,"Hendricks County",175528,172151,179355,201173
IN,"Wabash County",30888,67364,30816,75984
IN,"Johnson County",162180,150535,164298,177820
IN,"Greene County",30790,67074,30786,76588
IN,"Clinton County",33151,66434,33065,76914
IN,"Whitley County",34316,110533,34430,127014
IN,"Monroe County",139517,162871,139875,185842
IN,"Jasper County",32906,116987,33091,132221
IN,"Gibson County",33021,64099,32924,74080
IN,"Steuben County",34440,105661,34632,122018
IN,"Vanderburgh County",180158,75260,179987,90500
IN,"Adams County",35826,91324,35961,103807
IN,"Owen County",21298,78227,21446,90570
IN,"Sullivan County",20803,57631,20758,64489
IN,"Madison County",130065,64099,130782,77750
IN,"Jay County",20456,44902,20248,51488
IN,"Ohio County",5930,109035,5978,126872
IN,"Spencer County",19820,82559,19798,92144
IN,"Fulton County",20434,65358,20386,74604
IN,"Miami County",35924,45899,36081,52835
IN,"Carroll County",20307,77447,20444,88142
IN,"Clay County",26432,63391,26410,73852
IN,"Huntington County",36599,65778,36717,74779
IN,"Lagrange County",40515,125998,40524,145615
IN,"Hamilton County",348868,219397,356650,256037
IN,"Orange County",19839,64222,19830,72698
IN,"Putnam County",36666,98477,36979,112070
IN,"Montgomery County",37932,86081,38063,98509
IN,"Floyd County",80437,134561,80454,156018
IN,"Perry County",19150,72780,19316,82491
IN,"Knox County",36244,42994,35956,49759
IN,"Delaware County",111669,49878,111871,58380
IN,"Cass County",37771,46704,37563,53707
IN,"Harrison County",39652,99928,39761,114753
IN,"La Porte County",112222,100670,112390,118329
IN,"Clark County",121282,133886,122738,155611
IN,"Vigo County",106007,57289,105994,64798
IN,"Union County",7090,84260,7047,97600
IN,"Saint Joseph County",272549,82993,272212,98194
IN,"Dubois County",43604,102434,43549,117199
IN,"De Kalb County",43274,92860,43333,106601
IN,"Rush County",16744,68833,16672,77843
IN,"Jackson County",46373,92326,46067,103721
IN,"Parke County",16154,61614,16407,71951
IN,"Fountain County",16470,60924,16427,70768
IN,"Lake County",498597,93654,498558,109740
IN,"Shelby County",45026,83647,45039,96731
IN,"Warren County",8413,69347,8475,81730
IN,"Marion County",976770,100997,971102,120720
IN,"Vermillion County",15388,43669,15341,51872
IN,"Elkhart County",206842,114456,206921,133518
IN,"Lawrence County",45022,65510,45070,76403
IN,"Tipton County",15365,80452,15372,93584
IN,"Marshall County",46018,97681,46121,111510
IN,"Noble County",47379,87120,47227,100968
IN,"Brown County",15470,139110,15552,157679
IN,"Benton County",8712,55826,8714,67139
IN,"Dearborn County",50726,136494,50816,156146
IN,"Howard County",83619,68313,83687,79095
IN,"Newton County",13796,71207,13808,82569
IN,"Pulaski County",12488,62791,12339,72273
IN,"Boone County",71169,170651,73052,190249
IN,"Pike County",12233,53512,12144,61744
IN,"Blackford County",12098,40891,12091,46841
IN,"Kosciusko County",80050,124869,80106,140802
IN,"Bartholomew County",82157,123619,82475,140568
IN,"Warrick County",63966,119963,64514,145103
KS,"Doniphan County",7469,52109,7471,64201
KS,"Jefferson County",18300,98993,18411,113104
KS,"Gray County",5633,101715,5644,116586
KS,"Crawford County",38930,46279,39110,50237
KS,"Grant County",7327,78830,7324,89278
KS,"Geary County",36747,83093,35934,93034
KS,"Miami County",34183,125470,34593,143573
KS,"Russell County",6672,49259,6703,48314
KS,"Dickinson County",18353,65144,18459,69509
KS,"Sumner County",22332,51054,22385,56322
KS,"Marion County",11754,39803,11712,44107
KS,"Labette County",20119,28544,19912,32859
KS,"Pottawatomie County",25392,135920,25790,150509
KS,"Rice County",9374,32897,9390,37304
KS,"McPherson County",30160,97208,30146,107452
KS,"Harvey County",33942,70872,33817,79984
KS,"Wabaunsee County",6885,81658,6966,96785
KS,"Cherokee County",19275,35010,19130,40191
KS,"Leavenworth County",81870,139218,82184,162070
KS,"Coffey County",8370,57108,8338,64850
KS,"Osage County",15724,68702,15768,79698
KS,"Reno County",61808,52309,61414,59314
KS,"Bourbon County",14333,32654,14323,37310
KS,"Ford County",34206,70674,34159,82664
KS,"Sherman County",5882,64674,5895,73527
KS,"Clay County",8112,54368,8077,62794
KS,"Pratt County",9151,45345,9181,52353
KS,"Kearny County",3971,0,3891,0
KS,"Morris County",5360,54181,5356,65487
KS,"Greenwood County",5972,29652,5939,32954
KS,"Smith County",3559,26053,3576,31576
KS,"Linn County",9582,52699,9747,60365
KS,"Johnson County",610536,223911,613219,259230
KS,"Seward County",21832,80788,21747,81348
KS,"Neosho County",15909,40625,15784,45429
KS,"Harper County",5461,0,5331,0
KS,"Kingman County",7446,49084,7392,59196
KS,"Lyon County",32100,60208,31998,69110
KS,"Wyandotte County",168873,82641,167046,107330
KS,"Sedgwick County",524246,87598,523828,101914
KS,"Ellis County",28931,116954,28790,125042
KS,"Ottawa County",5733,78055,5838,81245
KS,"Riley County",71996,136088,72208,147372
KS,"Montgomery County",31360,27393,31156,30246
KS,"Saline County",54232,80278,53888,90402
KS,"Allen County",12537,35248,12464,39393
KS,"Butler County",67401,90305,67889,101760
KS,"Barton County",25419,40426,25216,44865
KS,"Finney County",38297,118194,38107,134459
KS,"Jackson County",13230,78973,13261,89373
KS,"Anderson County",7850,48094,7778,56004
KS,"Stafford County",4064,36089,4034,41469
KS,"Ellsworth County",6354,0,6336,76770
KS,"Atchison County",16305,46107,16239,52936
KS,"Brown County",9473,51351,9455,56838
KS,"Cowley County",34498,44159,34496,49252
KS,"Douglas County",118814,151078,119363,177639
KS,"Stevens County",5236,104180,5293,109381
KS,"Thomas County",7916,0,7877,79989
KS,"Shawnee County",178608,67132,178264,75117
KS,"Wilson County",8577,39762,8526,40820
KS,"Woodson County",3103,0,3102,52006
KS,"Franklin County",26028,78959,25986,91975
KY,"Lewis County",13061,37958,12987,43015
KY,"Whitley County",36687,40594,36939,45185
KY,"Hart County",19271,53303,19460,59166
KY,"Breathitt County",13679,23864,13553,26293
KY,"Lee County",7360,44712,7451,50745
KY,"Pike County",58408,30981,57391,33657
KY,"Menifee County",6115,52874,6194,61347
KY,"Simpson County",19620,81607,19718,91551
KY,"Washington County",12024,0,12072,84507
KY,"Morgan County",13719,45889,13820,53581
KY,"Muhlenberg County",30875,43904,30694,48041
KY,"Fayette County",322403,144098,321793,164621
KY,"Johnson County",22634,40783,22556,45605
KY,"Livingston County",8845,44129,8959,49625
KY,"Crittenden County",8985,38285,8947,43155
KY,"McCreary County",16851,29568,16892,35047
KY,"Rowan County",24732,68309,24861,75401
KY,"Knox County",30135,46553,29909,50557
KY,"Spencer County",19564,133152,19916,152612
KY,"Nelson County",46756,0,47098,127277
KY,"Wayne County",19528,38366,19540,42983
KY,"Larue County",14870,76198,15028,84466
KY,"Grayson County",26410,67500,26524,78604
KY,"Rockcastle County",16053,42660,16115,49191
KY,"Pulaski County",65016,84714,65423,99170
KY,"Clark County",36999,91714,36871,103326
KY,"Bourbon County",20285,79524,20229,90219
KY,"McLean County",9114,56700,9100,65132
KY,"Kenton County",169183,128614,169495,148357
KY,"Webster County",12989,24578,12813,27891
KY,"Trigg County",14068,82737,14192,92784
KY,"Hardin County",110719,117251,111607,138035
KY,"Garrard County",16935,85150,17362,96675
KY,"Fleming County",15091,49073,15224,53740
KY,"Carter County",26575,40881,26412,44878
KY,"Jackson County",12951,51662,12984,71285
KY,"Barren County",44445,72501,44544,83482
KY,"Magoffin County",11594,32869,11497,46564
KY,"Boyle County",30701,0,30747,88841
KY,"Madison County",92920,127874,94666,146795
KY,"Green County",11112,48974,11291,51530
KY,"Ballard County",7724,46154,7695,51228
KY,"Lyon County",8664,82650,8803,93415
KY,"Metcalfe County",10271,45764,10349,50668
KY,"Mercer County",22616,76862,22850,87297
KY,"Ohio County",23726,72162,23688,80620
KY,"Mason County",17085,43429,16931,48984
KY,"Woodford County",26892,130937,27075,146604
KY,"Daviess County",103291,87408,103063,96947
KY,"Estill County",14134,33899,14092,36759
KY,"Shelby County",48179,136136,48461,155670
KY,"Anderson County",23869,104074,24035,117974
KY,"Christian County",72696,56114,72357,62098
KY,"Meade County",29981,118788,30131,132899
KY,"Caldwell County",12632,36532,12624,41840
KY,"Bracken County",8390,56861,8439,63285
KY,"Greenup County",35852,48833,35649,53748
KY,"Jefferson County",782123,117094,777874,133581
KY,"Owen County",11294,64903,11294,73204
KY,"Pendleton County",14640,62764,14607,69476
KY,"Edmonson County",12132,58775,12291,65539
KY,"Warren County",134933,132218,137212,130268
KY,"Graves County",36512,47913,36615,53992
KY,"Knott County",14160,29766,14053,35426
KY,"Boyd County",48175,48414,47899,53815
KY,"Robertson County",2184,68889,2257,81443
KY,"Adair County",18870,54505,18932,61058
KY,"Union County",13646,36540,13544,40908
KY,"Bullitt County",82293,156967,82918,179013
KY,"Franklin County",51569,104406,51682,120878
KY,"Clay County",20294,26102,20206,29740
KY,"Calloway County",37147,79153,37560,88655
KY,"Hickman County",4521,35156,4424,39450
KY,"Bell County",23942,33371,23858,37297
KY,"Carroll County",10833,56331,10863,65536
KY,"Breckinridge County",20432,55307,20651,61053
KY,"Harrison County",18705,80656,18950,92535
KY,"Perry County",28378,39231,27929,45184
KY,"Jessamine County",52972,117382,53626,128673
KY,"Marshall County",31665,80581,31748,90452
KY,"Hancock County",9092,62410,9064,70198
KY,"Gallatin County",8667,74530,8775,86541
KY,"Trimble County",8461,84788,8530,97464
KY,"Henry County",15666,80483,15657,90407
KY,"Allen County",20595,59344,20797,68668
KY,"Todd County",12280,60069,12285,68798
KY,"Lincoln County",24238,59213,24243,65395
KY,"Monroe County",11301,40608,11233,48583
KY,"Nicholas County",7536,49794,7712,56275
KY,"Campbell County",93086,125889,93050,148876
KY,"Grant County",25008,96378,25244,106856
KY,"Letcher County",21428,23986,21253,25996
KY,"Taylor County",26020,63055,26235,70626
KY,"Montgomery County",28091,79165,28219,89461
KY,"Butler County",12318,70254,12294,85071
KY,"Marion County",19580,67978,19725,76099
KY,"Laurel County",62662,69601,62561,76680
KY,"Fulton County",6501,22316,6512,24880
KY,"Scott County",57477,146857,58252,172513
KY,"Floyd County",35756,29552,35274,31860
KY,"Harlan County",26689,26165,26164,30077
KY,"McCracken County",67836,64276,67454,70850
KY,"Russell County",17975,54144,18156,61240
KY,"Carlisle County",4811,52539,4791,60495
KY,"Hopkins County",45367,0,45138,43041
KY,"Boone County",136403,159263,137412,183609
KY,"Oldham County",67642,0,68685,238799
KY,"Casey County",15886,53860,15866,63620
KY,"Powell County",13085,42276,13133,44445
KY,"Bath County",12708,50467,12778,56115
KY,"Cumberland County",5856,43472,5879,54557
KY,"Lawrence County",16288,0,16290,0
KY,"Clinton County",9216,41243,9265,45850
KY,"Leslie County",10455,0,10278,30799
KY,"Logan County",27497,54605,27771,60278
KY,"Henderson County",44645,63621,44329,69475
LA,"Evangeline Parish",32307,40687,32215,45316
LA,"Bossier Parish",128615,97131,129144,103080
LA,"Acadia Parish",57455,71004,57288,80352
LA,"West Carroll Parish",9694,45142,9594,50800
LA,"Tensas Parish",4116,83409,4043,86301
LA,"Lincoln Parish",48259,74827,48152,80271
LA,"Sabine Parish",22118,51526,22135,55792
LA,"East Carroll Parish",7383,33042,7220,34787
LA,"Cameron Parish",5619,94901,5080,106768
LA,"Washington Parish",45370,50131,45133,53115
LA,"West Feliciana Parish",15256,0,15494,138278
LA,"Saint John the Baptist Parish",42394,116222,42094,125734
LA,"Orleans Parish",383282,145254,376971,162215
LA,"De Soto Parish",26854,97945,26919,104278
LA,"Natchitoches Parish",37349,111615,37026,117182
LA,"Assumption Parish",20968,90441,20689,96458
LA,"Tangipahoa Parish",133549,98137,135217,104761
LA,"Vermilion Parish",57289,84469,57204,94510
LA,"Jackson Parish",14989,45170,14876,48464
LA,"Union Parish",21124,55474,21091,57708
LA,"Pointe Coupee Parish",20689,98246,20356,105052
LA,"Winn Parish",13721,82587,13488,73804
LA,"Avoyelles Parish",39616,58978,39236,63419
LA,"Lafayette Parish",242004,113704,244205,124062
LA,"Rapides Parish",129607,91576,128654,92634
LA,"Iberville Parish",30095,96634,29824,103237
LA,"Saint Mary Parish",49140,68084,48232,69825
LA,"LaSalle Parish",14812,44402,14834,45185
LA,"Jefferson Davis Parish",32166,71005,32345,76639
LA,"Terrebonne Parish",109319,111712,108708,121245
LA,"Ascension Parish",126984,177803,128369,191638
LA,"Grant Parish",22129,114199,22236,123364
LA,"Jefferson Parish",439845,155162,433688,172991
LA,"Lafourche Parish",97495,83136,97504,85798
LA,"Caldwell Parish",9617,42517,9571,45163
LA,"East Baton Rouge Parish",455884,117335,453301,125248
LA,"Red River Parish",7619,50421,7564,52893
LA,"Saint Tammany Parish",264933,150149,269388,171712
LA,"Ouachita Parish",160003,63787,158768,68971
LA,"Webster Parish",36864,75066,36184,78723
LA,"Beauregard Parish",36573,56797,36584,57653
LA,"Livingston Parish",142726,136391,145830,150318
LA,"Saint Bernard Parish",43838,101448,44258,111144
LA,"West Baton Rouge Parish",27236,105090,27792,109375
LA,"East Feliciana Parish",19451,79549,19338,86010
LA,"Calcasieu Parish",216416,121235,205282,122767
LA,"Saint Landry Parish",82273,61794,82071,75145
LA,"Morehouse Parish",25430,26365,25025,27828
LA,"Claiborne Parish",14109,58847,14038,61209
LA,"Plaquemines Parish",23466,170077,23303,180058
LA,"Bienville Parish",12899,32825,12776,35165
LA,"Saint Helena Parish",10889,62915,10912,70259
LA,"Saint James Parish",20127,71541,19742,78721
LA,"Saint Charles Parish",52481,119601,52282,131483
LA,"Saint Martin Parish",51604,53919,51540,55809
LA,"Caddo Parish",237056,38375,233092,39292
LA,"Richland Parish",19997,55466,19805,56105
LA,"Iberia Parish",69725,74280,68975,78982
LA,"Concordia Parish",18589,79070,18376,82702
LA,"Franklin Parish",19721,56266,19668,59006
LA,"Vernon Parish",48582,52671,48027,55372
LA,"Allen Parish",22697,42834,22687,48665
MA,"Plymouth County",530979,321496,533003,385373
MA,"Suffolk County",795431,443794,771245,480555
MA,"Worcester County",861461,240529,862029,290882
MA,"Hampden County",464908,180311,462718,215869
MA,"Norfolk County",726025,394369,724505,453089
MA,"Middlesex County",1629422,391538,1614742,457505
MA,"Nantucket County",14244,960836,14491,1109286
MA,"Berkshire County",128758,158102,128657,190217
MA,"Barnstable County",228969,327693,232411,423161
MA,"Hampshire County",162064,227305,161572,257595
MA,"Essex County",809218,350012,807074,411995
MA,"Dukes County",20581,599792,21097,695866
MA,"Franklin County",70988,167780,71015,198593
MA,"Bristol County",579172,275911,580164,332268
MD,"Baltimore County",853073,180191,849316,206872
MD,"Kent County",19142,143758,19270,163760
MD,"Wicomico County",103473,99635,103980,112019
MD,"Washington County",154586,148313,154937,174948
MD,"Frederick County",272737,254918,279835,300515
MD,"Garrett County",28761,101922,28702,114388
MD,"Harford County",261122,213916,262977,239679
MD,"Calvert County",92857,260121,93928,299285
MD,"Baltimore City",583132,92445,576498,111565
MD,"Prince Georges County",965601,250358,955306,291669
MD,"Worcester County",52445,183488,53132,220500
MD,"Charles County",166682,254275,168698,299691
MD,"Caroline County",33290,119108,33386,136293
MD,"Cecil County",103740,182514,103905,209477
MD,"Dorchester County",32508,72021,32489,82130
MD,"Saint Marys County",113953,217691,114468,252974
MD,"Howard County",332722,318856,334529,361153
MD,"Somerset County",24567,51828,24584,58966
MD,"Carroll County",172890,264385,173873,300953
MD,"Montgomery County",1061243,312014,1054827,349495
MD,"Allegany County",67947,44304,67729,51659
MD,"Queen Annes County",49983,234495,50798,280375
MD,"Talbot County",37456,189397,37626,234182
MD,"Anne Arundel County",588769,272721,590336,311178
ME,"Piscataquis County",16768,67146,17165,82445
ME,"Cumberland County",303312,261473,305231,332699
ME,"Lincoln County",35192,176241,35828,206596
ME,"Oxford County",57849,116107,58629,137895
ME,"Sagadahoc County",36688,177671,37071,208399
ME,"Hancock County",55460,152401,56192,179495
ME,"Kennebec County",123754,134905,124486,174186
ME,"Androscoggin County",111039,151021,111034,193914
ME,"Washington County",31062,73034,31121,86930
ME,"Waldo County",39635,138031,39912,161704
ME,"Knox County",40609,168488,41084,197784
ME,"Aroostook County",66994,62752,66859,72014
ME,"Penobscot County",152007,109791,152765,140286
ME,"York County",212089,236901,214591,288303
ME,"Somerset County",50404,77629,50592,92496
ME,"Franklin County",29418,102406,29687,121181
MI,"Marquette County",65931,86168,66103,98720
MI,"Lapeer County",88528,124610,88513,146285
MI,"Mecosta County",39781,80561,40031,94501
MI,"Kalkaska County",17925,70644,17979,81350
MI,"Calhoun County",134113,68718,133819,82547
MI,"Sanilac County",40506,70058,40506,86901
MI,"Osceola County",22887,64871,23105,78833
MI,"Antrim County",23421,99131,23813,114726
MI,"Allegan County",120596,142491,120950,163394
MI,"Leelanau County",22302,212680,22623,248268
MI,"Ogemaw County",20740,54414,20726,62718
MI,"Monroe County",154796,129495,155274,148759
MI,"Montmorency County",9155,59978,9297,69980
MI,"Benzie County",17974,140612,18223,163467
MI,"Schoolcraft County",8041,51568,8030,59904
MI,"Gogebic County",14315,41289,14361,47179
MI,"Van Buren County",75556,88668,75658,110241
MI,"Gratiot County",41662,60596,41544,71398
MI,"Montcalm County",66515,100823,67220,117672
MI,"Clare County",30822,46595,31065,54687
MI,"Branch County",44810,78299,44985,91542
MI,"Barry County",62548,128655,62992,157309
MI,"Menominee County",23423,65387,23299,79645
MI,"Iron County",11637,45460,11635,52893
MI,"Alpena County",28877,69048,28893,80056
MI,"Oceana County",26688,80966,26815,98293
MI,"Oscoda County",8234,47957,8311,56792
MI,"Keweenaw County",2055,60421,2107,65100
MI,"Clinton County",79128,139702,79426,158553
MI,"Saint Clair County",160265,114977,160053,133751
MI,"Ottawa County",296787,186962,299157,215163
MI,"Ingham County",284520,87282,284034,102127
MI,"Dickinson County",25886,66647,25787,75956
MI,"Cheboygan County",25599,83186,25752,98987
MI,"Otsego County",25102,101039,25289,116096
MI,"Alger County",8834,80638,8821,94915
MI,"Wayne County",1790225,48995,1774816,60427
MI,"Tuscola County",53274,63919,52917,76453
MI,"Saginaw County",189831,43778,189591,53144
MI,"Kalamazoo County",261629,120573,261108,142171
MI,"Oakland County",1272408,169865,1270017,196815
MI,"Presque Isle County",12979,64518,13093,75400
MI,"Jackson County",160200,91567,160050,105704
MI,"Emmet County",34090,141627,34225,163809
MI,"Arenac County",14990,56350,14975,65297
MI,"Bay County",103594,66465,102985,77981
MI,"Charlevoix County",26012,118835,26086,143058
MI,"Kent County",658040,165958,658046,198238
MI,"Crawford County",12965,63699,13204,74024
MI,"Chippewa County",36744,65091,36816,79219
MI,"Iosco County",25191,58257,25369,67306
MI,"Hillsdale County",45677,79165,45546,91953
MI,"Genesee County",405648,42602,404208,53124
MI,"Livingston County",193973,217551,195014,250986
MI,"Ionia County",66861,105422,67197,125291
MI,"Wexford County",33676,71828,33901,82652
MI,"Muskegon County",175817,95111,176511,116479
MI,"Alcona County",10158,62263,10235,74027
MI,"Cass County",51563,87500,51483,102279
MI,"Gladwin County",25369,66822,25485,80307
MI,"Houghton County",37160,63815,37313,72847
MI,"Isabella County",64488,95399,64813,108878
MI,"Midland County",83476,102956,83457,122840
MI,"Eaton County",109106,132559,108944,146371
MI,"Shiawassee County",67983,90430,67877,99544
MI,"Roscommon County",23432,49463,23633,58461
MI,"Luce County",5325,44282,5309,50677
MI,"Manistee County",25063,77100,25350,89645
MI,"Macomb County",880349,116679,876792,139156
MI,"Ontonagon County",5804,47165,5868,54719
MI,"Grand Traverse County",95315,190309,95860,235976
MI,"Berrien County",154095,112901,153101,130842
MI,"Lake County",12099,46794,12308,56765
MI,"Newaygo County",50042,86902,50296,108751
MI,"Huron County",31351,66308,31252,77574
MI,"Missaukee County",15067,80677,15130,94661
MI,"Washtenaw County",371656,199161,369390,222220
MI,"Mason County",29064,84435,29383,99810
MI,"Mackinac County",10830,81673,10906,102270
MI,"Delta County",36842,66070,36826,75013
MI,"Lenawee County",99214,109276,98956,127835
MI,"Saint Joseph County",60902,75563,60758,92360
MI,"Baraga County",8128,71545,8215,82943
MN,"Dodge County",20861,146971,20935,166924
MN,"Sherburne County",97479,217247,99074,256898
MN,"Mahnomen County",5374,53257,5414,59979
MN,"Saint Louis County",199962,99105,199182,112231
MN,"Big Stone County",5147,57487,5145,61462
MN,"Sibley County",14802,100392,14917,114294
MN,"Anoka County",364299,225197,367018,263041
MN,"Todd County",25250,84411,25237,98027
MN,"Jackson County",9969,66141,9990,74493
MN,"Cass County",30125,95435,30639,107947
MN,"Rice County",67030,168885,67262,205227
MN,"Isanti County",41383,179835,41906,224952
MN,"Roseau County",15294,96977,15258,109387
