StateName,RegionName,pop20,JulyValue20,pop21,JulyValue21
IA,"Wright County",12914,84612,12785,92060
IA,"Black Hawk County",130980,141482,130368,150486
ID,"Lincoln County",5133,179651,5282,212266
ID,"Fremont County",13404,309193,13592,352396
ID,"Boundary County",12113,294010,12561,356454
ID,"Franklin County",14269,253107,14666,322958
ID,"Shoshone County",13189,161571,13612,187597
ID,"Adams County",4424,289031,4625,387225
ID,"Boise County",7647,309922,8094,356315
ID,"Caribou County",7015,187113,7111,238875
ID,"Bonner County",47390,399976,49491,474563
ID,"Lewis County",3531,173281,3715,197801
ID,"Twin Falls County",90279,236736,92243,314219
ID,"Nez Perce County",42088,284369,42454,324535
ID,"Jefferson County",31055,315670,32202,368435
ID,"Lemhi County",7948,267387,8162,309274
ID,"Gem County",19258,290768,19792,349825
ID,"Minidoka County",21674,202032,21955,233789
ID,"Washington County",10544,218359,10898,259046
ID,"Teton County",11731,396665,12267,512042
ID,"Valley County",11838,399097,12241,472787
ID,"Bear Lake County",6370,231548,6545,292928
ID,"Bingham County",48068,246950,48876,290762
ID,"Canyon County",232714,270207,243115,394383
ID,"Madison County",52876,307772,53881,358689
ID,"Latah County",39611,344720,40313,397598
ID,"Bonneville County",124626,262932,127930,339731
ID,"Cassia County",24699,218650,25164,253839
ID,"Benewah County",9576,227688,9931,260849
ID,"Elmore County",28668,224843,28827,264284
ID,"Payette County",25589,248921,26350,293497
ID,"Blaine County",24327,584455,24766,744586
ID,"Owyhee County",11978,259622,12336,307364
ID,"Gooding County",15643,220153,15772,259091
ID,"Idaho County",16561,245740,17040,283249
ID,"Clearwater County",8750,200209,8895,245641
ID,"Bannock County",87177,219383,88263,266827
ID,"Custer County",4266,227592,4428,269955
ID,"Jerome County",24222,231080,24662,269899
ID,"Oneida County",4554,233633,4611,270325
ID,"Power County",7879,213055,7950,245538
ID,"Ada County",497984,364822,511931,529783
ID,"Kootenai County",172646,375478,179789,513487
ID,"Camas County",1089,163344,1139,189593
IL,"Wabash County",11316,91938,11202,103661
IL,"Edgar County",16755,63049,16520,68059
IL,"Champaign County",205469,152294,205943,168457
IL,"Stephenson County",44457,92098,44021,101087
IL,"Macoupin County",44810,88675,44406,96165
IL,"Pope County",3744,0,3779,151359
IL,"McHenry County",309770,223947,311122,261585
IL,"Schuyler County",6875,0,6843,0
IL,"Lake County",713217,244393,711239,281909
IL,"Vermilion County",73883,68512,73095,75076
IL,"Tazewell County",131018,126044,130413,137674
IL,"Union County",17179,91329,16923,98712
IL,"Bond County",16663,108557,16596,118895
IL,"Grundy County",52514,203997,52989,226824
IL,"Cumberland County",10428,91538,10345,99602
IL,"Calhoun County",4411,0,4369,104917
IL,"Henderson County",6339,86433,6312,98956
IL,"Hancock County",17552,79170,17400,92552
IL,"Henry County",49138,117071,48907,125623
IL,"Johnson County",13307,101497,13463,110853
IL,"Marshall County",11691,94586,11663,102300
IL,"Menard County",12265,165141,12164,167245
IL,"Will County",695903,232403,697252,268709
IL,"Rock Island County",144267,112090,142909,120476
IL,"Warren County",16777,85606,16531,92585
IL,"Cass County",12956,81305,12773,82200
IL,"Sangamon County",196012,136900,194734,146443
IL,"Crawford County",18639,82292,18659,89698
IL,"Clay County",13267,73498,13143,78950
IL,"Iroquois County",26984,85126,26827,95435
IL,"Greene County",11915,65929,11843,74791
IL,"Montgomery County",28157,74105,28084,78145
IL,"Knox County",49736,78949,49268,84791
IL,"Logan County",27879,96787,27992,104900
IL,"Lawrence County",15234,53864,15152,61298
IL,"DuPage County",931153,294188,924885,327326
IL,"Ford County",13533,90437,13511,98147
IL,"Ogle County",51678,137353,51449,153357
IL,"Winnebago County",284858,119452,283119,139924
IL,"Wayne County",16121,78121,15963,93680
IL,"Piatt County",16654,148004,16753,161033
IL,"Saline County",23634,68499,23320,72624
IL,"Coles County",46737,83377,46765,95798
IL,"Douglas County",19742,104602,19722,114110
IL,"Boone County",53326,0,53159,191340
IL,"Franklin County",37636,64546,37442,73630
IL,"Madison County",265498,135252,264490,154715
IL,"Dewitt County",15441,100834,15341,106877
IL,"Livingston County",35752,108575,35664,116473
IL,"Edwards County",6205,0,6075,66532
IL,"Jefferson County",37029,100213,36877,111185
IL,"Mercer County",15633,98242,15582,107275
IL,"Hamilton County",7977,76121,7911,83983
IL,"Woodford County",38395,167532,38225,181329
IL,"Pike County",14633,75494,14618,80856
IL,"Whiteside County",55509,102715,55305,110056
IL,"White County",13808,73745,13784,80507
IL,"Jackson County",52896,114847,52565,119305
IL,"Mason County",13026,62966,12881,65351
IL,"Jasper County",9247,76207,9193,83871
IL,"Washington County",13711,117304,13655,126006
IL,"Clark County",15407,91472,15300,99269
IL,"Saint Clair County",256789,119466,254796,136976
IL,"Clinton County",36896,145951,36793,158499
IL,"Moultrie County",14486,107546,14510,117015
IL,"McDonough County",27079,77459,26828,82069
IL,"Stark County",5391,70870,5294,75578
IL,"Kankakee County",107236,151269,106601,165967
IL,"DeKalb County",100233,179838,100414,203028
IL,"Jersey County",21444,125739,21333,135345
IL,"Putnam County",5635,119817,5566,130830
IL,"Monroe County",34898,201771,34932,217267
IL,"Kendall County",132291,238114,134867,272189
IL,"Jo Daviess County",22035,163211,21939,183053
IL,"Carroll County",15664,104118,15698,113241
IL,"Peoria County",181225,103626,179432,114305
IL,"Williamson County",67094,102810,66879,112717
IL,"Lee County",34021,99652,34049,111860
IL,"Massac County",14125,76639,13960,80736
IL,"Morgan County",32798,98840,32606,104829
IL,"Bureau County",33118,94200,32883,102665
IL,"Christian County",33900,87371,33662,92688
IL,"Kane County",516155,240929,515588,274610
IL,"Richland County",15803,91073,15796,99912
IL,"Shelby County",20900,104258,20789,114291
IL,"Perry County",20880,70975,20985,78385
IL,"Adams County",65530,126455,64954,138378
IL,"Fayette County",21460,82048,21384,88605
IL,"Macon County",103647,91975,102432,99655
IL,"Effingham County",34614,152459,34430,165677
IL,"Randolph County",30055,90918,30142,98247
IL,"La Salle County",109359,119767,108965,135852
IL,"Cook County",5262741,257763,5173146,287673
IL,"McLean County",170870,162040,170889,180079
IL,"Fulton County",33440,74950,33197,81097
IN,"Bartholomew County",82157,183036,82475,204989
IN,"Jennings County",27564,131231,27409,148081
IN,"Hendricks County",175528,232470,179355,271031
IN,"Allen County",385892,158471,388608,183570
IN,"Hancock County",80156,215748,81789,252322
IN,"Benton County",8712,99466,8714,117553
IN,"Wayne County",66455,104869,66456,116977
IN,"Morgan County",71802,196714,72206,229391
IN,"Kosciusko County",80050,193131,80106,218693
IN,"Grant County",66446,87164,66263,98306
IN,"Lake County",498597,170734,498558,196309
IN,"Johnson County",162180,209349,164298,247487
IN,"Martin County",9786,108569,9780,126299
IN,"Switzerland County",9724,136060,9790,158718
IN,"Crawford County",10540,98295,10514,113426
IN,"Monroe County",139517,231529,139875,262778
IN,"Daviess County",33391,144479,33397,164528
IN,"Franklin County",22767,191118,22842,218075
IN,"Starke County",23356,122572,23372,139938
IN,"Spencer County",19820,145880,19798,161897
IN,"Dearborn County",50726,200689,50816,228958
IN,"Delaware County",111669,99547,111871,115906
IN,"Henry County",48885,100497,48935,116169
IN,"Jefferson County",33075,135758,33141,157836
IN,"Posey County",25161,161144,25116,183398
IN,"Vanderburgh County",180158,136278,179987,160624
IN,"Fulton County",20434,115939,20386,133209
IN,"Howard County",83619,122019,83687,139148
IN,"Wabash County",30888,117582,30816,133044
IN,"Clay County",26432,108538,26410,126064
IN,"Noble County",47379,145593,47227,167155
IN,"Madison County",130065,115888,130782,139362
IN,"Jay County",20456,87782,20248,99990
IN,"Boone County",71169,282576,73052,312368
IN,"Porter County",173256,227150,174243,267697
IN,"Vermillion County",15388,76394,15341,87043
IN,"Greene County",30790,114737,30786,132076
IN,"Clinton County",33151,118640,33065,136031
IN,"Whitley County",34316,176214,34430,200911
IN,"Marshall County",46018,162093,46121,183863
IN,"Ohio County",5930,170179,5978,194939
IN,"Jasper County",32906,184793,33091,209033
IN,"Washington County",28220,131499,28102,150578
IN,"Gibson County",33021,128536,32924,147682
IN,"Lawrence County",45022,120103,45070,138807
IN,"La Porte County",112222,158555,112390,184196
IN,"Union County",7090,133759,7047,155639
IN,"Steuben County",34440,183977,34632,210189
IN,"Randolph County",24375,90379,24387,102407
IN,"Marion County",976770,162524,971102,190924
IN,"Shelby County",45026,146992,45039,168551
IN,"Tipton County",15365,140362,15372,161950
IN,"Blackford County",12098,78280,12091,88710
IN,"Pike County",12233,105150,12144,122964
IN,"Scott County",24336,121425,24355,138823
IN,"Adams County",35826,150531,35961,171130
IN,"Fayette County",23333,84660,23360,99058
IN,"Jackson County",46373,147287,46067,165840
IN,"Pulaski County",12488,106646,12339,122240
IN,"Decatur County",26477,157777,26320,179192
IN,"De Kalb County",43274,153068,43333,174631
IN,"Clark County",121282,174045,122738,201317
IN,"Perry County",19150,120025,19316,135666
IN,"Warren County",8413,138758,8475,160276
IN,"Fountain County",16470,102992,16427,119354
IN,"Elkhart County",206842,173187,206921,200779
IN,"Vigo County",106007,103350,105994,113532
IN,"Parke County",16154,121489,16407,140845
IN,"Dubois County",43604,172161,43549,195555
IN,"Rush County",16744,122363,16672,139030
IN,"Brown County",15470,217352,15552,245211
IN,"Saint Joseph County",272549,144572,272212,168680
IN,"Tippecanoe County",186247,188732,187076,215947
IN,"Ripley County",28980,175683,29081,198858
IN,"Owen County",21298,137115,21446,156246
IN,"Floyd County",80437,198006,80454,224456
IN,"Carroll County",20307,140343,20444,158566
IN,"Orange County",19839,108508,19830,123338
IN,"Miami County",35924,90397,36081,103447
IN,"White County",24636,139122,24651,160474
IN,"Huntington County",36599,123746,36717,140545
IN,"Sullivan County",20803,91400,20758,101490
IN,"Lagrange County",40515,215435,40524,247418
IN,"Hamilton County",348868,309715,356650,357018
IN,"Warrick County",63966,191724,64514,223830
IN,"Newton County",13796,134254,13808,155854
IN,"Wells County",28179,150596,28197,171741
IN,"Putnam County",36666,161360,36979,183355
IN,"Harrison County",39652,165445,39761,188801
IN,"Cass County",37771,90994,37563,104132
IN,"Montgomery County",37932,137979,38063,157458
IN,"Knox County",36244,94672,35956,108456
KS,"Greenwood County",5972,64168,5939,71374
KS,"Johnson County",610536,310900,613219,357867
KS,"Crawford County",38930,86394,39110,95257
KS,"Clay County",8112,98242,8077,111641
KS,"Ellsworth County",6354,0,6336,125938
KS,"Linn County",9582,124885,9747,142408
KS,"Barton County",25419,80415,25216,88733
KS,"Pratt County",9151,82256,9181,92810
KS,"Smith County",3559,54340,3576,67295
KS,"Finney County",38297,175300,38107,198594
KS,"Bourbon County",14333,72564,14323,81780
KS,"Cowley County",34498,83295,34496,93352
KS,"Russell County",6672,85170,6703,87538
KS,"Dickinson County",18353,119763,18459,128477
KS,"Wabaunsee County",6885,152956,6966,182619
KS,"Montgomery County",31360,61238,31156,67346
KS,"McPherson County",30160,162055,30146,180371
KS,"Harvey County",33942,128760,33817,144186
KS,"Cherokee County",19275,71118,19130,82130
KS,"Wilson County",8577,70881,8526,75550
KS,"Allen County",12537,75526,12464,82051
KS,"Coffey County",8370,111083,8338,128883
KS,"Stafford County",4064,64231,4034,77624
KS,"Geary County",36747,147929,35934,164520
KS,"Douglas County",118814,214646,119363,251423
KS,"Ellis County",28931,181460,28790,194727
KS,"Reno County",61808,103219,61414,116554
KS,"Marion County",11754,88388,11712,97988
KS,"Brown County",9473,92418,9455,103356
KS,"Sumner County",22332,93504,22385,103121
KS,"Ford County",34206,115688,34159,133106
KS,"Lyon County",32100,109904,31998,125076
KS,"Pottawatomie County",25392,222446,25790,247237
KS,"Rice County",9374,67759,9390,75579
KS,"Labette County",20119,56264,19912,64434
KS,"Butler County",67401,165556,67889,186990
KS,"Ottawa County",5733,117787,5838,126209
KS,"Harper County",5461,0,5331,0
KS,"Osage County",15724,118673,15768,136388
KS,"Sherman County",5882,101254,5895,117511
KS,"Grant County",7327,108055,7324,127004
KS,"Gray County",5633,147407,5644,171108
KS,"Kingman County",7446,87388,7392,104764
KS,"Miami County",34183,227069,34593,259688
KS,"Woodson County",3103,0,3102,70392
KS,"Riley County",71996,196522,72208,213843
KS,"Saline County",54232,134009,53888,151053
KS,"Morris County",5360,96575,5356,118306
KS,"Neosho County",15909,70727,15784,79110
KS,"Thomas County",7916,0,7877,135255
KS,"Doniphan County",7469,90161,7471,114723
KS,"Anderson County",7850,102650,7778,119083
KS,"Sedgwick County",524246,153525,523828,175076
KS,"Wyandotte County",168873,124874,167046,156149
KS,"Franklin County",26028,145615,25986,167720
KS,"Shawnee County",178608,133998,178264,151368
KS,"Stevens County",5236,140122,5293,144177
KS,"Kearny County",3971,0,3891,0
KS,"Leavenworth County",81870,223626,82184,258157
KS,"Jefferson County",18300,169738,18411,193842
KS,"Seward County",21832,121477,21747,118263
KS,"Atchison County",16305,96633,16239,109091
KY,"Letcher County",21428,38863,21253,43248
KY,"Calloway County",37147,135805,37560,150511
KY,"Pendleton County",14640,120307,14607,134491
KY,"Allen County",20595,100331,20797,114116
KY,"Woodford County",26892,210591,27075,236006
KY,"Graves County",36512,0,36615,108633
KY,"Mason County",17085,95097,16931,107573
KY,"Greenup County",35852,89406,35649,98842
KY,"Bourbon County",20285,143992,20229,162538
KY,"Clay County",20294,52374,20206,58348
KY,"Garrard County",16935,152156,17362,172562
KY,"Hardin County",110719,167067,111607,194427
KY,"Estill County",14134,73201,14092,79698
KY,"Breckinridge County",20432,112357,20651,124638
KY,"Adair County",18870,98517,18932,111359
KY,"McCreary County",16851,54369,16892,62979
KY,"Fayette County",322403,212030,321793,242036
KY,"Oldham County",67642,313837,68685,360426
KY,"Clinton County",9216,81175,9265,87950
KY,"Lyon County",8664,145780,8803,161432
KY,"Union County",13646,78159,13544,87192
KY,"Bullitt County",82293,210706,82918,240273
KY,"McLean County",9114,88117,9100,101512
KY,"Marion County",19580,115232,19725,128513
KY,"Hart County",19271,101070,19460,111664
KY,"Carroll County",10833,93049,10863,107032
KY,"Perry County",28378,75143,27929,83872
KY,"Owen County",11294,0,11294,140795
KY,"Livingston County",8845,86204,8959,95510
KY,"Fulton County",6501,42639,6512,47805
KY,"Marshall County",31665,140867,31748,157781
KY,"Muhlenberg County",30875,81284,30694,88651
KY,"Henry County",15666,141402,15657,157649
KY,"Anderson County",23869,155462,24035,174933
KY,"Floyd County",35756,61042,35274,65879
KY,"Hancock County",9092,109388,9064,123473
KY,"Ballard County",7724,85385,7695,95582
KY,"Fleming County",15091,95714,15224,104714
KY,"Trigg County",14068,141681,14192,158095
KY,"Lincoln County",24238,105770,24243,117296
KY,"Daviess County",103291,141588,103063,155579
KY,"Knox County",30135,86566,29909,95783
KY,"Rowan County",24732,119873,24861,132804
KY,"Larue County",14870,124762,15028,138610
KY,"Johnson County",22634,83317,22556,90596
KY,"Monroe County",11301,70075,11233,82781
KY,"Simpson County",19620,134110,19718,150366
KY,"Cumberland County",5856,80769,5879,98068
KY,"Bell County",23942,58631,23858,65242
KY,"Grant County",25008,153682,25244,170750
KY,"Rockcastle County",16053,77441,16115,85706
KY,"Boone County",136403,226876,137412,260633
KY,"Hickman County",4521,75603,4424,83864
KY,"Whitley County",36687,86964,36939,97438
KY,"Menifee County",6115,75603,6194,86261
KY,"Clark County",36999,152176,36871,170443
KY,"Robertson County",2184,99567,2257,117134
KY,"Kenton County",169183,183904,169495,209499
KY,"Morgan County",13719,83892,13820,93808
KY,"Pulaski County",65016,144795,65423,166895
KY,"Lewis County",13061,69459,12987,77971
KY,"Meade County",29981,179412,30131,200985
KY,"Taylor County",26020,106791,26235,119743
KY,"Gallatin County",8667,118198,8775,136714
KY,"Webster County",12989,62990,12813,70835
KY,"Jackson County",12951,71271,12984,96116
KY,"Shelby County",48179,214108,48461,245828
KY,"Boyd County",48175,88921,47899,97650
KY,"Trimble County",8461,138931,8530,156307
KY,"Knott County",14160,58670,14053,65413
KY,"Green County",11112,87624,11291,90390
KY,"Laurel County",62662,121164,62561,134385
KY,"Franklin County",51569,154345,51682,178719
KY,"Barren County",44445,128590,44544,146976
KY,"Lee County",7360,65125,7451,71760
KY,"Leslie County",10455,0,10278,43196
KY,"Harrison County",18705,122842,18950,139022
KY,"Harlan County",26689,42053,26164,47532
KY,"Bracken County",8390,97752,8439,107292
KY,"Magoffin County",11594,0,11497,0
KY,"Montgomery County",28091,127426,28219,142443
KY,"Jessamine County",52972,191625,53626,210651
KY,"Christian County",72696,112526,72357,124926
KY,"Nicholas County",7536,93665,7712,106097
KY,"Lawrence County",16288,0,16290,0
KY,"Russell County",17975,96029,18156,109948
KY,"Nelson County",46756,0,47098,198540
KY,"Caldwell County",12632,74146,12624,83401
KY,"Crittenden County",8985,80766,8947,91159
KY,"Mercer County",22616,139528,22850,157604
KY,"Campbell County",93086,183549,93050,217523
KY,"Grayson County",26410,110591,26524,127659
KY,"Jefferson County",782123,187182,777874,212486
KY,"Butler County",12318,101637,12294,120749
KY,"Casey County",15886,92588,15866,106938
KY,"Boyle County",30701,136750,30747,152345
KY,"Pike County",58408,59876,57391,64007
KY,"Logan County",27497,109511,27771,120758
KY,"Powell County",13085,87795,13133,93720
KY,"Todd County",12280,102504,12285,116983
KY,"Warren County",134933,195655,137212,201606
KY,"Scott County",57477,206757,58252,236793
KY,"McCracken County",67836,131613,67454,145753
KY,"Metcalfe County",10271,85850,10349,97268
KY,"Bath County",12708,89418,12778,98754
KY,"Spencer County",19564,220784,19916,250880
KY,"Carlisle County",4811,76834,4791,88749
KY,"Hopkins County",45367,0,45138,101385
KY,"Edmonson County",12132,108237,12291,120665
KY,"Ohio County",23726,105499,23688,117946
KY,"Carter County",26575,75307,26412,83460
KY,"Washington County",12024,0,12072,143039
KY,"Henderson County",44645,123517,44329,135620
KY,"Madison County",92920,184533,94666,211388
KY,"Wayne County",19528,85821,19540,93739
LA,"Saint Tammany Parish",264933,226463,269388,256848
LA,"Terrebonne Parish",109319,174487,108708,184711
LA,"LaSalle Parish",14812,91424,14834,92404
LA,"Livingston Parish",142726,183035,145830,199846
LA,"Rapides Parish",129607,160538,128654,163185
LA,"Acadia Parish",57455,120762,57288,135834
LA,"Saint Landry Parish",82273,114309,82071,133303
LA,"Saint James Parish",20127,136384,19742,146585
LA,"East Carroll Parish",7383,45507,7220,48149
LA,"Lincoln Parish",48259,159088,48152,168870
LA,"Pointe Coupee Parish",20689,192133,20356,202375
LA,"Saint Mary Parish",49140,122910,48232,127385
LA,"West Baton Rouge Parish",27236,193858,27792,201442
LA,"Franklin Parish",19721,98521,19668,102644
LA,"Plaquemines Parish",23466,291015,23303,309459
LA,"Saint John the Baptist Parish",42394,151885,42094,161499
LA,"Union Parish",21124,109359,21091,113487
LA,"Saint Charles Parish",52481,198291,52282,218278
LA,"Jackson Parish",14989,100085,14876,107523
LA,"Grant Parish",22129,139107,22236,148523
LA,"Ascension Parish",126984,231347,128369,250341
LA,"Vernon Parish",48582,102592,48027,106670
LA,"Calcasieu Parish",216416,195214,205282,198444
LA,"Winn Parish",13721,104925,13488,109377
LA,"West Carroll Parish",9694,90603,9594,89815
LA,"Jefferson Davis Parish",32166,118255,32345,131228
LA,"Bienville Parish",12899,65442,12776,71082
LA,"Saint Martin Parish",51604,116277,51540,118021
LA,"Washington Parish",45370,109405,45133,115106
LA,"Natchitoches Parish",37349,174941,37026,182080
LA,"Allen Parish",22697,71514,22687,76750
LA,"Caldwell Parish",9617,81147,9571,86538
LA,"Richland Parish",19997,103192,19805,105663
LA,"Ouachita Parish",160003,143132,158768,155932
LA,"Cameron Parish",5619,166194,5080,182071
LA,"Tangipahoa Parish",133549,166961,135217,177143
LA,"Iberville Parish",30095,164974,29824,173520
LA,"Saint Bernard Parish",43838,147721,44258,160330
LA,"Beauregard Parish",36573,123268,36584,123849
LA,"Lafourche Parish",97495,155945,97504,160249
LA,"Red River Parish",7619,103228,7564,96688
LA,"Lafayette Parish",242004,179983,244205,194707
LA,"Webster Parish",36864,122795,36184,126297
LA,"Morehouse Parish",25430,59437,25025,61058
LA,"Assumption Parish",20968,144356,20689,151743
LA,"Iberia Parish",69725,130786,68975,136631
LA,"Tensas Parish",4116,145819,4043,153216
LA,"Jefferson Parish",439845,221881,433688,244688
LA,"East Feliciana Parish",19451,146131,19338,156298
LA,"West Feliciana Parish",15256,232217,15494,241011
LA,"Orleans Parish",383282,237822,376971,260883
LA,"Saint Helena Parish",10889,109458,10912,118854
LA,"Evangeline Parish",32307,76068,32215,84559
LA,"Claiborne Parish",14109,106220,14038,111357
LA,"Concordia Parish",18589,138852,18376,145595
LA,"Vermilion Parish",57289,158230,57204,169462
LA,"Avoyelles Parish",39616,108467,39236,116918
LA,"De Soto Parish",26854,185514,26919,205263
LA,"East Baton Rouge Parish",455884,190307,453301,203747
LA,"Caddo Parish",237056,117492,233092,123666
LA,"Bossier Parish",128615,175437,129144,188638
LA,"Sabine Parish",22118,124343,22135,121979
MA,"Suffolk County",795431,614532,771245,661198
MA,"Nantucket County",14244,1593021,14491,1837395
MA,"Plymouth County",530979,422285,533003,504714
MA,"Essex County",809218,483419,807074,568655
MA,"Worcester County",861461,318849,862029,384085
MA,"Hampden County",464908,229648,462718,269049
MA,"Dukes County",20581,860818,21097,991822
MA,"Berkshire County",128758,243638,128657,293336
MA,"Norfolk County",726025,544538,724505,622914
MA,"Middlesex County",1629422,574878,1614742,667914
MA,"Franklin County",70988,230148,71015,270673
MA,"Hampshire County",162064,299804,161572,337986
MA,"Bristol County",579172,356144,580164,422660
MA,"Barnstable County",228969,453631,232411,585817
MD,"Dorchester County",32508,155561,32489,176956
MD,"Garrett County",28761,197124,28702,220616
MD,"Cecil County",103740,255345,103905,292577
MD,"Frederick County",272737,352936,279835,414811
MD,"Howard County",332722,464357,334529,523854
MD,"Queen Annes County",49983,345352,50798,403700
MD,"Caroline County",33290,195976,33386,223532
MD,"Prince Georges County",965601,331885,955306,384474
MD,"Washington County",154586,218084,154937,256162
MD,"Kent County",19142,234052,19270,264919
MD,"Talbot County",37456,312038,37626,385051
MD,"Saint Marys County",113953,305561,114468,352830
MD,"Allegany County",67947,88168,67729,102288
MD,"Baltimore County",853073,265474,849316,302790
MD,"Wicomico County",103473,171316,103980,190285
MD,"Baltimore City",583132,157121,576498,183725
MD,"Worcester County",52445,277659,53132,333466
MD,"Calvert County",92857,361230,93928,409933
MD,"Montgomery County",1061243,493173,1054827,555627
MD,"Carroll County",172890,356822,173873,407240
MD,"Somerset County",24567,113635,24584,129592
MD,"Charles County",166682,331475,168698,388247
MD,"Anne Arundel County",588769,375319,590336,426171
MD,"Harford County",261122,311484,262977,348766
ME,"Cumberland County",303312,352660,305231,444126
ME,"Knox County",40609,254718,41084,298246
ME,"Penobscot County",152007,164844,152765,208305
ME,"Androscoggin County",111039,197181,111034,251000
ME,"Somerset County",50404,126842,50592,149824
ME,"Kennebec County",123754,187506,124486,242784
ME,"Sagadahoc County",36688,249292,37071,291845
ME,"Washington County",31062,112737,31121,133107
ME,"Hancock County",55460,247040,56192,289983
ME,"Waldo County",39635,203579,39912,237878
ME,"Lincoln County",35192,260257,35828,305672
ME,"York County",212089,332610,214591,402238
ME,"Piscataquis County",16768,120328,17165,142720
ME,"Oxford County",57849,181433,58629,214469
ME,"Franklin County",29418,153078,29687,179953
ME,"Aroostook County",66994,107000,66859,122227
MI,"Schoolcraft County",8041,106727,8030,121470
MI,"Iron County",11637,89292,11635,103382
MI,"Barry County",62548,200352,62992,235918
MI,"Kent County",658040,227041,658046,269170
MI,"Marquette County",65931,163921,66103,187482
MI,"Mackinac County",10830,116738,10906,143052
MI,"Monroe County",154796,189239,155274,215011
MI,"Berrien County",154095,189452,153101,218525
MI,"Crawford County",12965,107194,13204,123378
MI,"Alpena County",28877,103386,28893,119111
MI,"Ottawa County",296787,252943,299157,290107
MI,"Montmorency County",9155,99449,9297,115216
MI,"Calhoun County",134113,128000,133819,150391
MI,"Washtenaw County",371656,304284,369390,337100
MI,"Livingston County",193973,295604,195014,339905
MI,"Dickinson County",25886,111280,25787,126245
MI,"Mason County",29064,149463,29383,176234
MI,"Bay County",103594,114630,102985,133566
MI,"Oakland County",1272408,269793,1270017,311270
MI,"Alcona County",10158,117368,10235,136052
MI,"Wexford County",33676,125964,33901,144391
MI,"Eaton County",109106,185438,108944,205312
MI,"Manistee County",25063,135754,25350,157361
MI,"Keweenaw County",2055,146407,2107,157702
MI,"Jackson County",160200,158616,160050,179658
MI,"Shiawassee County",67983,126591,67877,147838
MI,"Lake County",12099,90592,12308,108071
MI,"Montcalm County",66515,150419,67220,175144
MI,"Gogebic County",14315,90443,14361,104162
MI,"Otsego County",25102,152516,25289,173110
MI,"Osceola County",22887,98648,23105,118398
MI,"Tuscola County",53274,101015,52917,119389
MI,"Saint Clair County",160265,181206,160053,207473
MI,"Leelanau County",22302,354844,22623,413866
MI,"Branch County",44810,125380,44985,144906
MI,"Ogemaw County",20740,105693,20726,120120
MI,"Roscommon County",23432,92720,23633,109517
MI,"Macomb County",880349,185083,876792,219054
MI,"Antrim County",23421,190787,23813,220683
MI,"Kalkaska County",17925,127916,17979,147815
MI,"Lapeer County",88528,187089,88513,214253
MI,"Genesee County",405648,132446,404208,158925
MI,"Cass County",51563,145837,51483,180828
MI,"Huron County",31351,108974,31252,125941
MI,"Ontonagon County",5804,74184,5868,81530
MI,"Ingham County",284520,151669,284034,174614
MI,"Grand Traverse County",95315,268917,95860,329331
MI,"Houghton County",37160,117283,37313,133156
MI,"Gladwin County",25369,118287,25485,138538
MI,"Saginaw County",189831,106650,189591,128446
MI,"Muskegon County",175817,156586,176511,186382
MI,"Isabella County",64488,144701,64813,164346
MI,"Clinton County",79128,214515,79426,240544
MI,"Chippewa County",36744,113620,36816,136719
MI,"Presque Isle County",12979,111726,13093,128800
MI,"Clare County",30822,85541,31065,99052
MI,"Gratiot County",41662,95627,41544,111717
MI,"Lenawee County",99214,165701,98956,189462
MI,"Oceana County",26688,137908,26815,166698
MI,"Iosco County",25191,99559,25369,114551
MI,"Menominee County",23423,102957,23299,122434
MI,"Allegan County",120596,217625,120950,249838
MI,"Newaygo County",50042,148876,50296,179853
MI,"Midland County",83476,158895,83457,189429
MI,"Mecosta County",39781,133763,40031,156105
MI,"Baraga County",8128,117295,8215,135658
MI,"Hillsdale County",45677,141474,45546,164225
MI,"Arenac County",14990,96383,14975,111125
MI,"Ionia County",66861,162193,67197,190257
MI,"Sanilac County",40506,111547,40506,135304
MI,"Delta County",36842,107899,36826,121421
MI,"Emmet County",34090,241491,34225,278384
MI,"Van Buren County",75556,177550,75658,204521
MI,"Luce County",5325,80181,5309,90927
MI,"Alger County",8834,130557,8821,149946
MI,"Missaukee County",15067,124557,15130,143902
MI,"Oscoda County",8234,80636,8311,94528
MI,"Cheboygan County",25599,146874,25752,172427
MI,"Charlevoix County",26012,197468,26086,234442
MI,"Kalamazoo County",261629,188401,261108,218675
MI,"Benzie County",17974,214230,18223,246819
MI,"Saint Joseph County",60902,130871,60758,159226
MI,"Wayne County",1790225,117277,1774816,141288
MN,"Stearns County",158349,227400,158947,264422
MN,"Red Lake County",3936,0,3933,132475
MN,"Wright County",141759,287204,144845,329321
MN,"Hennepin County",1281267,322349,1267416,360154
MN,"Wilkin County",6481,151059,6395,170121
MN,"Anoka County",364299,281592,367018,328687
MN,"Isanti County",41383,233595,41906,289070
MN,"Yellow Medicine County",9492,120181,9411,130375
MN,"Todd County",25250,164643,25237,189604
MN,"Rock County",9705,153848,9680,169349
MN,"Mahnomen County",5374,93031,5414,110894
MN,"Chisago County",56670,276968,57469,340893
MN,"Mille Lacs County",26410,189495,26867,213080
MN,"Freeborn County",30883,121135,30749,140017
MN,"Waseca County",18954,174535,19000,195928
MN,"Lake County",10885,181643,10986,203595
MN,"Pipestone County",9405,98548,9313,110505
MN,"Benton County",41338,213118,41459,233043
